activity_id,contact_id,campaign_id,activity_type,channel,timestamp
ACT-0010735,CON-006919,CMP-0021,Email Opened,Email,2026-08-22T23:52:25.540999
ACT-0024279,CON-008798,CMP-0016,Sales Accepted,Sales,2026-04-16T04:12:13.017754
ACT-0024684,CON-009899,CMP-0006,Sales Accepted,Sales,2026-08-01T23:17:32.061202
ACT-0012471,CON-008480,CMP-0003,Email Clicked,Email,2026-03-21T01:33:36.219854
ACT-0017480,CON-007446,CMP-0016,Landing Page View,Web,2026-08-12T06:16:23.770987
ACT-0024573,CON-007599,CMP-0004,Webinar Attended,Webinar,2026-05-19T19:46:10.792660
ACT-0017875,CON-006633,CMP-0011,Sales Accepted,Sales,2026-07-14T00:09:36.862441
ACT-0012204,CON-001742,CMP-0025,Email Opened,Email,2026-08-11T13:01:26.826679
ACT-0018897,CON-008120,CMP-0018,Webinar Attended,Webinar,2026-04-11T15:37:50.049011
ACT-0006041,CON-006776,CMP-0011,Email Sent,Email,2026-03-26T16:07:21.982662
ACT-0014225,CON-001798,CMP-0010,Webinar Registered,Webinar,2026-08-15T05:38:44.073436
ACT-0014532,CON-003517,CMP-0015,Webinar Attended,Webinar,2026-06-20T19:53:25.211722
ACT-0007106,CON-006059,CMP-0005,Email Sent,Email,2026-05-06T05:15:49.656219
ACT-0016190,CON-005639,CMP-0019,Webinar Attended,Webinar,2026-08-09T10:06:06.949149
ACT-0004171,CON-003059,CMP-0001,Email Sent,Email,2026-05-16T07:40:49.281034
ACT-0018915,CON-009535,CMP-0024,Landing Page View,Web,2026-09-05T22:48:14.812457
ACT-0022551,CON-001524,CMP-0021,Sales Accepted,Sales,2026-03-21T13:25:51.692742
ACT-0018749,CON-004965,CMP-0002,Webinar Attended,Webinar,2026-06-05T17:57:43.849251
ACT-0008382,CON-002802,CMP-0024,Email Opened,Email,2026-06-27T18:23:12.993604
ACT-0022706,CON-008396,CMP-0025,Landing Page View,Web,2026-05-09T23:36:52.145052
ACT-0007761,CON-003161,CMP-0013,Email Sent,Email,2026-08-13T00:14:02.674324
ACT-0022837,CON-000355,CMP-0005,Landing Page View,Web,2026-05-29T09:18:12.602358
ACT-0011995,CON-004874,CMP-0008,Email Opened,Email,2026-03-16T13:57:39.125475
ACT-0003576,CON-004037,CMP-0018,Email Sent,Email,2026-05-09T06:45:33.514113
ACT-0016379,CON-006974,CMP-0024,Webinar Registered,Webinar,2026-04-27T02:21:15.221778
ACT-0005217,CON-007132,CMP-0021,Email Sent,Email,2026-05-03T20:38:37.898126
ACT-0002675,CON-006318,CMP-0018,Email Sent,Email,2026-04-28T08:33:54.268342
ACT-0008604,CON-000032,CMP-0010,Email Opened,Email,2026-04-02T12:21:47.673642
ACT-0002497,CON-001530,CMP-0012,Email Sent,Email,2026-03-31T16:02:03.144527
ACT-0009812,CON-000036,CMP-0003,Email Opened,Email,2026-08-09T22:23:37.867254
ACT-0009575,CON-003879,CMP-0017,Email Opened,Email,2026-08-18T20:05:04.605357
ACT-0017709,CON-003810,CMP-0021,Landing Page View,Web,2026-07-15T17:12:00.553803
ACT-0014063,CON-000459,CMP-0010,Webinar Attended,Webinar,2026-03-27T02:10:27.647185
ACT-0003898,CON-002056,CMP-0009,Email Sent,Email,2026-05-24T06:03:10.318806
ACT-0012049,CON-001683,CMP-0002,Email Opened,Email,2026-06-24T01:30:25.571259
ACT-0007298,CON-008897,CMP-0024,Email Sent,Email,2026-05-19T13:52:47.108955
ACT-0007485,CON-008532,CMP-0004,Email Sent,Email,2026-07-05T20:59:25.721046
ACT-0021487,CON-001490,CMP-0011,Landing Page View,Web,2026-07-22T23:02:46.528534
ACT-0005117,CON-003690,CMP-0006,Email Sent,Email,2026-03-20T00:00:35.498602
ACT-0008631,CON-005484,CMP-0023,Email Opened,Email,2026-03-30T20:44:34.866409
ACT-0017686,CON-000158,CMP-0021,Webinar Attended,Webinar,2026-05-16T22:49:17.677264
ACT-0019411,CON-002783,CMP-0025,Landing Page View,Web,2026-06-04T01:22:18.817862
ACT-0010364,CON-005461,CMP-0008,Email Opened,Email,2026-07-27T02:42:51.247564
ACT-0019331,CON-006982,CMP-0017,Landing Page View,Web,2026-08-10T14:37:24.139349
ACT-0019203,CON-002899,CMP-0010,Landing Page View,Web,2026-04-09T11:20:10.732431
ACT-0010670,CON-006158,CMP-0001,Email Opened,Email,2026-04-01T22:28:29.522384
ACT-0009412,CON-009897,CMP-0011,Email Opened,Email,2026-06-03T22:12:39.980155
ACT-0014820,CON-003499,CMP-0022,Webinar Registered,Webinar,2026-06-09T02:30:47.776771
ACT-0005772,CON-008083,CMP-0020,Email Sent,Email,2026-06-23T17:21:48.040028
ACT-0019303,CON-001735,CMP-0001,Webinar Attended,Webinar,2026-08-29T19:30:09.774962
ACT-0020198,CON-008655,CMP-0001,Webinar Registered,Webinar,2026-07-20T15:04:17.470612
ACT-0010587,CON-002251,CMP-0025,Email Opened,Email,2026-07-23T08:11:41.631709
ACT-0013793,CON-008362,CMP-0012,Form Submitted,Email,2026-07-30T11:34:02.858682
ACT-0007666,CON-005867,CMP-0014,Email Sent,Email,2026-07-24T06:58:13.885506
ACT-0016369,CON-006587,CMP-0005,Webinar Attended,Webinar,2026-09-09T04:03:15.738909
ACT-0022189,CON-003146,CMP-0018,Webinar Attended,Webinar,2026-07-21T20:46:26.462206
ACT-0020315,CON-002693,CMP-0019,Sales Accepted,Sales,2026-06-28T23:31:00.586131
ACT-0008720,CON-001040,CMP-0014,Email Opened,Email,2026-06-26T15:02:05.755062
ACT-0013775,CON-005252,CMP-0020,Form Submitted,Email,2026-06-09T23:42:27.676434
ACT-0024822,CON-006815,CMP-0005,Landing Page View,Web,2026-06-21T06:58:34.913183
ACT-0018121,CON-006577,CMP-0025,Sales Accepted,Sales,2026-08-25T07:59:59.093206
ACT-0009753,CON-004354,CMP-0022,Email Opened,Email,2026-03-23T19:07:41.935235
ACT-0021814,CON-002466,CMP-0010,Sales Accepted,Sales,2026-08-18T17:03:45.631346
ACT-0024524,CON-000450,CMP-0011,Webinar Attended,Webinar,2026-08-07T03:42:03.995707
ACT-0014879,CON-007373,CMP-0023,Sales Accepted,Sales,2026-07-13T17:57:38.939540
ACT-0001740,CON-002384,CMP-0004,Email Sent,Email,2026-09-01T21:53:41.644003
ACT-0015106,CON-003299,CMP-0008,Webinar Registered,Webinar,2026-04-19T07:14:21.291902
ACT-0013486,CON-001372,CMP-0023,Email Clicked,Email,2026-06-27T09:36:47.859384
ACT-0003715,CON-006937,CMP-0004,Email Sent,Email,2026-07-08T07:16:03.899505
ACT-0007239,CON-006043,CMP-0023,Email Sent,Email,2026-07-29T15:54:11.255802
ACT-0010550,CON-009036,CMP-0019,Email Opened,Email,2026-05-21T06:26:34.194203
ACT-0012044,CON-001354,CMP-0018,Email Opened,Email,2026-04-23T19:24:44.476133
ACT-0020244,CON-000443,CMP-0021,Sales Accepted,Sales,2026-04-17T21:51:44.275416
ACT-0007784,CON-001767,CMP-0021,Email Sent,Email,2026-07-29T21:56:13.633853
ACT-0009303,CON-003424,CMP-0018,Email Opened,Email,2026-08-10T01:07:01.305919
ACT-0001832,CON-004954,CMP-0018,Email Sent,Email,2026-05-09T19:01:38.422852
ACT-0012947,CON-005577,CMP-0001,Email Clicked,Email,2026-06-28T15:34:48.767402
ACT-0015920,CON-005410,CMP-0004,Landing Page View,Web,2026-07-10T17:27:44.576342
ACT-0006925,CON-008418,CMP-0017,Email Sent,Email,2026-06-19T14:25:08.471729
ACT-0010991,CON-002085,CMP-0010,Email Opened,Email,2026-05-14T23:01:29.130818
ACT-0006930,CON-003361,CMP-0011,Email Sent,Email,2026-03-17T04:43:02.653321
ACT-0013439,CON-007380,CMP-0025,Email Clicked,Email,2026-08-20T06:09:42.041694
ACT-0012435,CON-009499,CMP-0019,Email Clicked,Email,2026-08-13T13:25:03.869099
ACT-0004462,CON-002261,CMP-0022,Email Sent,Email,2026-07-06T20:27:27.116567
ACT-0008280,CON-000884,CMP-0012,Email Opened,Email,2026-08-21T11:02:32.440002
ACT-0024274,CON-008179,CMP-0012,Webinar Attended,Webinar,2026-08-02T02:43:35.397333
ACT-0013997,CON-008797,CMP-0015,Webinar Registered,Webinar,2026-08-30T22:37:50.120608
ACT-0022734,CON-006392,CMP-0022,Sales Accepted,Sales,2026-08-30T13:17:24.756501
ACT-0001623,CON-004854,CMP-0016,Email Sent,Email,2026-08-07T05:46:24.521435
ACT-0009178,CON-003385,CMP-0012,Email Opened,Email,2026-04-09T18:50:37.032873
ACT-0016452,CON-008412,CMP-0003,Sales Accepted,Sales,2026-07-09T07:05:07.835260
ACT-0006076,CON-007950,CMP-0009,Email Sent,Email,2026-05-06T03:38:07.881238
ACT-0003813,CON-006697,CMP-0011,Email Sent,Email,2026-04-26T15:46:54.059335
ACT-0017739,CON-007457,CMP-0001,Landing Page View,Web,2026-09-02T13:52:26.811761
ACT-0006561,CON-000658,CMP-0017,Email Sent,Email,2026-04-22T05:11:46.236864
ACT-0014888,CON-000342,CMP-0018,Webinar Registered,Webinar,2026-07-17T03:03:28.332974
ACT-0011625,CON-000858,CMP-0009,Email Opened,Email,2026-08-19T13:01:56.986996
ACT-0000676,CON-007043,CMP-0011,Email Sent,Email,2026-08-03T06:06:34.758308
ACT-0014029,CON-000108,CMP-0018,Sales Accepted,Sales,2026-05-20T08:22:15.244668
ACT-0022752,CON-003205,CMP-0021,Landing Page View,Web,2026-04-29T02:13:13.252787
ACT-0010327,CON-006602,CMP-0015,Email Opened,Email,2026-06-10T13:17:38.972991
ACT-0004755,CON-001163,CMP-0016,Email Sent,Email,2026-07-19T11:00:13.640923
ACT-0002840,CON-004166,CMP-0016,Email Sent,Email,2026-08-02T08:08:43.192827
ACT-0012133,CON-001146,CMP-0018,Email Opened,Email,2026-06-03T05:47:08.718984
ACT-0004984,CON-006687,CMP-0004,Email Sent,Email,2026-04-01T16:48:37.018291
ACT-0003832,CON-008045,CMP-0014,Email Sent,Email,2026-08-20T04:51:31.097251
ACT-0012454,CON-005863,CMP-0014,Email Clicked,Email,2026-05-13T20:33:59.320079
ACT-0023019,CON-008826,CMP-0003,Landing Page View,Web,2026-04-02T06:13:46.300388
ACT-0005557,CON-006757,CMP-0015,Email Sent,Email,2026-03-21T05:47:03.229502
ACT-0011508,CON-008023,CMP-0011,Email Opened,Email,2026-05-30T13:10:37.531926
ACT-0017281,CON-003038,CMP-0025,Sales Accepted,Sales,2026-05-25T21:36:20.874366
ACT-0023431,CON-002326,CMP-0001,Landing Page View,Web,2026-08-18T21:46:29.105736
ACT-0017100,CON-009840,CMP-0025,Landing Page View,Web,2026-04-27T22:46:54.942049
ACT-0009280,CON-000979,CMP-0015,Email Opened,Email,2026-04-07T13:19:17.695630
ACT-0022545,CON-008644,CMP-0020,Webinar Attended,Webinar,2026-04-25T11:32:08.330045
ACT-0001805,CON-006812,CMP-0005,Email Sent,Email,2026-07-04T18:22:15.068791
ACT-0008924,CON-005077,CMP-0005,Email Opened,Email,2026-08-11T03:44:17.778837
ACT-0006141,CON-004788,CMP-0001,Email Sent,Email,2026-05-19T07:09:05.103081
ACT-0019022,CON-002776,CMP-0001,Webinar Attended,Webinar,2026-09-06T10:05:15.928529
ACT-0016445,CON-007704,CMP-0014,Landing Page View,Web,2026-04-07T18:02:15.365113
ACT-0010753,CON-009944,CMP-0015,Email Opened,Email,2026-07-06T01:21:35.497388
ACT-0022400,CON-001535,CMP-0011,Sales Accepted,Sales,2026-06-11T04:34:25.152403
ACT-0023402,CON-006630,CMP-0012,Landing Page View,Web,2026-08-06T09:03:31.843019
ACT-0018873,CON-002009,CMP-0008,Webinar Registered,Webinar,2026-04-27T17:08:47.496815
ACT-0001853,CON-005362,CMP-0008,Email Sent,Email,2026-04-30T14:05:39.041164
ACT-0009602,CON-004555,CMP-0003,Email Opened,Email,2026-06-20T03:43:37.322916
ACT-0012725,CON-000376,CMP-0012,Email Clicked,Email,2026-09-05T18:53:12.641906
ACT-0002682,CON-001078,CMP-0021,Email Sent,Email,2026-05-01T19:31:32.865895
ACT-0020900,CON-004072,CMP-0004,Landing Page View,Web,2026-07-01T08:41:57.057056
ACT-0018943,CON-003074,CMP-0006,Webinar Registered,Webinar,2026-03-24T05:00:03.879923
ACT-0024396,CON-001499,CMP-0008,Webinar Attended,Webinar,2026-04-26T22:35:42.294472
ACT-0011943,CON-004629,CMP-0008,Email Opened,Email,2026-04-23T14:00:22.529530
ACT-0006844,CON-002104,CMP-0023,Email Sent,Email,2026-05-10T15:45:10.851111
ACT-0012278,CON-001432,CMP-0006,Email Opened,Email,2026-06-25T08:52:00.791417
ACT-0021399,CON-005891,CMP-0006,Landing Page View,Web,2026-09-10T15:05:55.070111
ACT-0006194,CON-001857,CMP-0010,Email Sent,Email,2026-03-17T09:22:57.022917
ACT-0024027,CON-000439,CMP-0004,Landing Page View,Web,2026-07-02T03:11:09.845526
ACT-0015251,CON-007864,CMP-0015,Webinar Registered,Webinar,2026-06-01T13:15:08.954401
ACT-0014728,CON-008250,CMP-0003,Landing Page View,Web,2026-04-26T13:56:06.831146
ACT-0008775,CON-009676,CMP-0021,Email Opened,Email,2026-08-31T19:26:50.821914
ACT-0011198,CON-009898,CMP-0007,Email Opened,Email,2026-06-07T03:18:33.589065
ACT-0012096,CON-001489,CMP-0003,Email Opened,Email,2026-07-22T10:21:39.843425
ACT-0024996,CON-000104,CMP-0012,Webinar Registered,Webinar,2026-06-15T03:47:59.148553
ACT-0019562,CON-006062,CMP-0021,Webinar Attended,Webinar,2026-06-05T23:45:19.564757
ACT-0013287,CON-003315,CMP-0011,Email Clicked,Email,2026-07-03T13:11:51.381784
ACT-0008112,CON-009638,CMP-0018,Email Opened,Email,2026-09-01T05:11:16.739630
ACT-0004094,CON-003333,CMP-0015,Email Sent,Email,2026-08-01T15:11:54.637465
ACT-0004703,CON-008625,CMP-0008,Email Sent,Email,2026-03-21T05:15:55.034223
ACT-0013334,CON-002349,CMP-0009,Email Clicked,Email,2026-06-18T21:52:23.421661
ACT-0021961,CON-001324,CMP-0009,Sales Accepted,Sales,2026-05-29T12:00:46.184627
ACT-0013415,CON-003438,CMP-0024,Email Clicked,Email,2026-03-28T06:41:27.125978
ACT-0010758,CON-000991,CMP-0009,Email Opened,Email,2026-08-12T13:10:26.787194
ACT-0024662,CON-002851,CMP-0020,Sales Accepted,Sales,2026-08-25T12:36:49.892456
ACT-0021057,CON-000123,CMP-0019,Landing Page View,Web,2026-07-19T16:04:16.771509
ACT-0015020,CON-000609,CMP-0015,Webinar Registered,Webinar,2026-04-07T08:44:17.970199
ACT-0016902,CON-003200,CMP-0019,Webinar Attended,Webinar,2026-06-08T02:03:12.041095
ACT-0012232,CON-007380,CMP-0001,Email Opened,Email,2026-04-24T23:55:32.822505
ACT-0023595,CON-001468,CMP-0025,Landing Page View,Web,2026-06-11T15:07:36.722215
ACT-0004893,CON-004599,CMP-0010,Email Sent,Email,2026-07-28T11:09:55.071758
ACT-0019098,CON-007737,CMP-0006,Webinar Attended,Webinar,2026-07-18T20:33:32.479319
ACT-0002368,CON-004995,CMP-0002,Email Sent,Email,2026-03-30T13:27:56.139476
ACT-0008063,CON-007223,CMP-0023,Email Opened,Email,2026-05-01T06:30:49.929055
ACT-0022768,CON-005873,CMP-0013,Webinar Registered,Webinar,2026-06-13T14:16:00.807952
ACT-0020962,CON-009956,CMP-0022,Webinar Registered,Webinar,2026-08-12T03:43:45.347018
ACT-0020334,CON-009380,CMP-0025,Landing Page View,Web,2026-03-30T15:25:04.475151
ACT-0011814,CON-009804,CMP-0016,Email Opened,Email,2026-06-04T14:36:38.773862
ACT-0002221,CON-007968,CMP-0021,Email Sent,Email,2026-06-05T11:25:14.459152
ACT-0010796,CON-001467,CMP-0002,Email Opened,Email,2026-07-09T21:46:47.393161
ACT-0017490,CON-005714,CMP-0002,Webinar Registered,Webinar,2026-09-10T10:10:22.378850
ACT-0008596,CON-002548,CMP-0021,Email Opened,Email,2026-08-10T07:49:27.584517
ACT-0001345,CON-009208,CMP-0010,Email Sent,Email,2026-04-27T14:06:49.960302
ACT-0008046,CON-009438,CMP-0010,Email Opened,Email,2026-06-25T22:10:37.154437
ACT-0020208,CON-009000,CMP-0010,Sales Accepted,Sales,2026-04-09T14:17:00.867102
ACT-0002442,CON-007877,CMP-0022,Email Sent,Email,2026-07-09T10:45:42.892966
ACT-0008061,CON-007228,CMP-0007,Email Opened,Email,2026-06-29T16:47:45.365412
ACT-0015613,CON-009871,CMP-0016,Webinar Attended,Webinar,2026-09-05T22:37:20.290019
ACT-0022496,CON-009894,CMP-0018,Webinar Attended,Webinar,2026-07-24T16:16:47.395513
ACT-0002549,CON-000742,CMP-0006,Email Sent,Email,2026-06-18T23:09:03.736401
ACT-0021980,CON-005771,CMP-0021,Sales Accepted,Sales,2026-08-04T05:11:39.416507
ACT-0009905,CON-009853,CMP-0003,Email Opened,Email,2026-06-16T17:34:44.801289
ACT-0007770,CON-009637,CMP-0004,Email Sent,Email,2026-06-30T00:03:36.869442
ACT-0004923,CON-007313,CMP-0025,Email Sent,Email,2026-05-04T14:23:31.825578
ACT-0013235,CON-008875,CMP-0025,Email Clicked,Email,2026-06-25T23:31:39.957283
ACT-0015186,CON-000519,CMP-0006,Webinar Attended,Webinar,2026-05-16T11:13:04.267868
ACT-0013589,CON-003887,CMP-0007,Email Clicked,Email,2026-06-18T03:32:22.767832
ACT-0001824,CON-002807,CMP-0013,Email Sent,Email,2026-03-27T13:42:51.573432
ACT-0002787,CON-006364,CMP-0004,Email Sent,Email,2026-05-28T16:33:21.447122
ACT-0010409,CON-009725,CMP-0007,Email Opened,Email,2026-05-14T14:47:16.015868
ACT-0000987,CON-005222,CMP-0003,Email Sent,Email,2026-06-24T17:42:21.998517
ACT-0017737,CON-001087,CMP-0007,Webinar Registered,Webinar,2026-03-27T22:08:33.314664
ACT-0024971,CON-008020,CMP-0007,Landing Page View,Web,2026-07-16T13:49:50.367017
ACT-0017627,CON-008190,CMP-0019,Landing Page View,Web,2026-05-12T15:39:16.705832
ACT-0017470,CON-002896,CMP-0009,Webinar Attended,Webinar,2026-05-28T03:58:58.506693
ACT-0006622,CON-005066,CMP-0021,Email Sent,Email,2026-07-22T04:29:04.203574
ACT-0007448,CON-002769,CMP-0003,Email Sent,Email,2026-05-16T00:06:06.379585
ACT-0005710,CON-008363,CMP-0017,Email Sent,Email,2026-07-31T04:32:37.543889
ACT-0022765,CON-000846,CMP-0023,Webinar Registered,Webinar,2026-06-05T23:22:15.063511
ACT-0013285,CON-002514,CMP-0019,Email Clicked,Email,2026-07-23T02:15:35.630862
ACT-0012184,CON-003374,CMP-0020,Email Opened,Email,2026-07-23T12:59:53.800659
ACT-0018001,CON-000364,CMP-0008,Webinar Registered,Webinar,2026-04-09T23:15:01.476921
ACT-0010821,CON-007632,CMP-0010,Email Opened,Email,2026-05-22T17:22:03.497450
ACT-0011984,CON-001669,CMP-0005,Email Opened,Email,2026-05-25T23:19:36.471178
ACT-0004946,CON-005752,CMP-0009,Email Sent,Email,2026-07-25T20:20:31.505408
ACT-0011347,CON-005308,CMP-0007,Email Opened,Email,2026-04-30T17:08:53.735286
ACT-0000567,CON-000741,CMP-0010,Email Sent,Email,2026-03-23T14:11:46.819836
ACT-0000603,CON-001432,CMP-0006,Email Sent,Email,2026-06-25T08:52:00.791417
ACT-0004592,CON-008868,CMP-0024,Email Sent,Email,2026-08-16T06:48:24.480423
ACT-0003659,CON-007926,CMP-0012,Email Sent,Email,2026-09-07T05:06:05.438516
ACT-0014952,CON-001393,CMP-0023,Webinar Attended,Webinar,2026-05-03T10:55:27.401582
ACT-0023853,CON-000263,CMP-0009,Landing Page View,Web,2026-07-23T20:38:01.508385
ACT-0009606,CON-009750,CMP-0013,Email Opened,Email,2026-04-08T13:30:52.485475
ACT-0012504,CON-007937,CMP-0004,Email Clicked,Email,2026-08-06T08:24:39.439824
ACT-0005929,CON-008293,CMP-0019,Email Sent,Email,2026-07-06T00:13:17.032518
ACT-0001930,CON-001665,CMP-0020,Email Sent,Email,2026-08-06T02:18:24.938151
ACT-0015059,CON-008347,CMP-0016,Webinar Registered,Webinar,2026-06-11T10:01:55.633981
ACT-0023198,CON-006235,CMP-0018,Webinar Registered,Webinar,2026-06-03T01:03:51.484991
ACT-0012077,CON-008401,CMP-0018,Email Opened,Email,2026-05-18T11:35:03.077082
ACT-0009652,CON-007373,CMP-0015,Email Opened,Email,2026-04-18T09:34:12.305119
ACT-0012619,CON-004501,CMP-0007,Email Clicked,Email,2026-08-02T19:09:24.971437
ACT-0019875,CON-004742,CMP-0009,Webinar Attended,Webinar,2026-03-17T08:32:46.925192
ACT-0024174,CON-007213,CMP-0007,Webinar Attended,Webinar,2026-04-21T17:39:08.156168
ACT-0023280,CON-009008,CMP-0005,Sales Accepted,Sales,2026-05-31T11:11:28.231691
ACT-0024420,CON-004055,CMP-0020,Webinar Registered,Webinar,2026-06-30T15:22:28.756531
ACT-0022809,CON-002308,CMP-0015,Webinar Registered,Webinar,2026-08-02T06:17:13.515306
ACT-0023512,CON-000432,CMP-0010,Webinar Attended,Webinar,2026-05-05T07:23:21.726706
ACT-0012176,CON-003418,CMP-0004,Email Opened,Email,2026-07-23T23:19:18.478286
ACT-0018437,CON-001157,CMP-0007,Webinar Attended,Webinar,2026-09-05T22:27:02.563295
ACT-0018649,CON-000406,CMP-0007,Landing Page View,Web,2026-05-01T01:59:25.786457
ACT-0011513,CON-000702,CMP-0018,Email Opened,Email,2026-07-22T22:30:31.546615
ACT-0005751,CON-006869,CMP-0024,Email Sent,Email,2026-03-28T11:52:03.947869
ACT-0009578,CON-008522,CMP-0024,Email Opened,Email,2026-06-10T11:04:45.825162
ACT-0012662,CON-000628,CMP-0003,Email Clicked,Email,2026-05-30T09:00:35.699632
ACT-0014993,CON-006970,CMP-0020,Webinar Registered,Webinar,2026-07-02T23:53:49.124124
ACT-0001675,CON-005707,CMP-0014,Email Sent,Email,2026-08-31T02:31:48.975074
ACT-0000331,CON-005860,CMP-0025,Email Sent,Email,2026-04-09T15:37:34.465191
ACT-0019993,CON-002018,CMP-0005,Webinar Attended,Webinar,2026-07-20T12:02:18.424317
ACT-0022663,CON-003562,CMP-0002,Sales Accepted,Sales,2026-04-12T22:10:07.112566
ACT-0021037,CON-001632,CMP-0004,Sales Accepted,Sales,2026-06-28T15:46:18.721045
ACT-0016845,CON-002238,CMP-0018,Webinar Registered,Webinar,2026-07-06T12:56:12.345018
ACT-0024600,CON-004090,CMP-0014,Landing Page View,Web,2026-06-18T21:25:45.239476
ACT-0025000,CON-009293,CMP-0011,Sales Accepted,Sales,2026-08-05T20:02:57.519392
ACT-0013320,CON-005546,CMP-0007,Email Clicked,Email,2026-06-08T04:20:13.091584
ACT-0024137,CON-004893,CMP-0008,Webinar Attended,Webinar,2026-05-26T03:38:38.788931
ACT-0009008,CON-002691,CMP-0005,Email Opened,Email,2026-07-26T08:30:14.497211
ACT-0016413,CON-004285,CMP-0013,Sales Accepted,Sales,2026-06-08T01:05:08.909954
ACT-0007533,CON-009455,CMP-0013,Email Sent,Email,2026-04-20T13:56:09.663501
ACT-0015118,CON-004628,CMP-0020,Webinar Attended,Webinar,2026-05-18T04:56:08.216650
ACT-0001343,CON-003126,CMP-0021,Email Sent,Email,2026-06-05T06:15:47.572157
ACT-0020370,CON-003751,CMP-0007,Webinar Registered,Webinar,2026-04-29T04:05:24.567919
ACT-0016578,CON-005104,CMP-0018,Webinar Attended,Webinar,2026-07-29T22:17:01.522515
ACT-0020902,CON-004052,CMP-0012,Landing Page View,Web,2026-07-06T19:39:53.256176
ACT-0008408,CON-004608,CMP-0006,Email Opened,Email,2026-08-12T17:03:00.518884
ACT-0011724,CON-008374,CMP-0014,Email Opened,Email,2026-07-24T00:58:32.381970
ACT-0011430,CON-001066,CMP-0015,Email Opened,Email,2026-03-21T07:49:55.043715
ACT-0015893,CON-002765,CMP-0017,Webinar Attended,Webinar,2026-08-03T03:39:49.507020
ACT-0008133,CON-002089,CMP-0019,Email Opened,Email,2026-07-10T08:02:29.994019
ACT-0018529,CON-002056,CMP-0008,Landing Page View,Web,2026-03-29T12:32:28.533309
ACT-0015204,CON-002636,CMP-0024,Landing Page View,Web,2026-07-20T03:59:17.747732
ACT-0024922,CON-001339,CMP-0006,Webinar Attended,Webinar,2026-07-30T09:59:04.286849
ACT-0018042,CON-001974,CMP-0019,Webinar Attended,Webinar,2026-05-25T10:32:56.661644
ACT-0019916,CON-005674,CMP-0001,Sales Accepted,Sales,2026-06-20T03:13:43.888771
ACT-0013102,CON-003362,CMP-0005,Email Clicked,Email,2026-06-21T09:54:07.570316
ACT-0024139,CON-001627,CMP-0016,Landing Page View,Web,2026-06-30T10:28:38.305999
ACT-0017701,CON-001350,CMP-0016,Sales Accepted,Sales,2026-08-22T00:10:12.550135
ACT-0023256,CON-006921,CMP-0009,Sales Accepted,Sales,2026-06-01T14:13:14.251320
ACT-0015192,CON-009108,CMP-0016,Sales Accepted,Sales,2026-05-18T18:45:33.701352
ACT-0019198,CON-001940,CMP-0001,Webinar Attended,Webinar,2026-03-28T02:56:34.901508
ACT-0001452,CON-004345,CMP-0024,Email Sent,Email,2026-04-08T23:59:50.708835
ACT-0015511,CON-005384,CMP-0016,Webinar Attended,Webinar,2026-05-01T19:07:28.080264
ACT-0007652,CON-001988,CMP-0011,Email Sent,Email,2026-07-06T21:34:52.253536
ACT-0007310,CON-003413,CMP-0025,Email Sent,Email,2026-09-03T15:21:41.007296
ACT-0011697,CON-007860,CMP-0023,Email Opened,Email,2026-09-11T13:27:16.411788
ACT-0021642,CON-003553,CMP-0020,Sales Accepted,Sales,2026-08-08T18:24:36.870787
ACT-0001115,CON-004080,CMP-0016,Email Sent,Email,2026-07-19T06:59:26.372976
ACT-0000175,CON-006137,CMP-0005,Email Sent,Email,2026-06-12T09:30:33.784205
ACT-0011840,CON-002064,CMP-0020,Email Opened,Email,2026-04-04T14:00:48.409925
ACT-0017912,CON-008895,CMP-0008,Landing Page View,Web,2026-05-18T19:00:40.212888
ACT-0016453,CON-004806,CMP-0014,Webinar Attended,Webinar,2026-04-22T04:19:00.488361
ACT-0007522,CON-005870,CMP-0023,Email Sent,Email,2026-08-15T17:01:32.833296
ACT-0019177,CON-003106,CMP-0012,Webinar Attended,Webinar,2026-04-23T18:55:17.769785
ACT-0000880,CON-006778,CMP-0024,Email Sent,Email,2026-03-31T14:17:41.306067
ACT-0024866,CON-008519,CMP-0018,Sales Accepted,Sales,2026-05-03T23:20:29.106018
ACT-0024847,CON-004166,CMP-0007,Landing Page View,Web,2026-08-12T02:05:12.929977
ACT-0007067,CON-006514,CMP-0018,Email Sent,Email,2026-08-11T22:46:43.771435
ACT-0010751,CON-008330,CMP-0006,Email Opened,Email,2026-07-22T13:37:00.947591
ACT-0018534,CON-002228,CMP-0025,Webinar Attended,Webinar,2026-07-04T18:33:08.844207
ACT-0010110,CON-007863,CMP-0021,Email Opened,Email,2026-04-02T01:20:04.319470
ACT-0005793,CON-000157,CMP-0004,Email Sent,Email,2026-09-11T11:21:08.578462
ACT-0023354,CON-009512,CMP-0003,Sales Accepted,Sales,2026-03-25T16:05:43.625364
ACT-0015312,CON-002931,CMP-0018,Sales Accepted,Sales,2026-04-08T18:19:15.079538
ACT-0018342,CON-000133,CMP-0019,Sales Accepted,Sales,2026-07-29T04:08:50.034798
ACT-0003617,CON-002093,CMP-0001,Email Sent,Email,2026-07-21T18:36:55.787676
ACT-0019436,CON-001117,CMP-0019,Landing Page View,Web,2026-05-06T03:50:31.958942
ACT-0008621,CON-001971,CMP-0015,Email Opened,Email,2026-05-15T22:09:06.088255
